level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
400,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0048,0.0023,0.0025,0,0.001,0.001,1,4,3.089,13.2206,0,0,1,0,0,0,0,0,1491,189,189,190,772,298.2,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0041,0.0024,0.0018,0,0.0008,0.0008,1,4,3.0894,13.2221,0,0,1,0,0,0,0,0,170,31,31,32,46,34,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0064,0.0044,0.0019,0,0.0013,0.0013,2,4,3.0901,13.2235,0,1,1,0,0,0,0,0,1201,215,215,290,302,240.2,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,5,0.0018,0.0018,2.0,0.8,1.0,1.0,0.5,0,0,0,0,0.0,1.8,0.0075,0.0022,0.0052,0,0.0015,0.0015,1,7,3.0905,13.226,0,0,1,0,0,0,0,0,1345,55,264,270,310,244.4,18,35,55,24.6,0.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,5,0.0018,0.0018,1.0,1.0,1.0,0.8,0.0,0,0,0,0,0.0,,0.0018,0,0.0018,0,0.0004,0.0004,0,4,3.0905,13.2275,0,0,0,0,0,0,0,0,368,68,68,80,95,73.6,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.004,0.0022,0.0018,0,0.0008,0.0008,1,4,3.0908,13.2289,0,0,1,0,0,0,0,0,364,68,68,68,111,72.8,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0121,0.011,0.001,0,0.0024,0.0024,5,3,3.0926,13.23,0,3,1,0,0,0,0,0,914,174,174,214,257,182.8,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0039,0.0022,0.0017,0,0.0008,0.0008,1,4,3.093,13.2314,0,0,1,0,0,0,0,0,658,124,124,128,170,131.6,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0082,0.0065,0.0017,0,0.0016,0.0016,3,4,3.0941,13.2329,0,2,1,0,0,0,0,0,1041,203,203,224,234,208.2,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,5,0.0018,0.0018,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0118,0.0103,0.0015,0,0.0024,0.0024,7,4,3.0966,13.2343,0,6,1,0,0,0,0,0,1046,205,205,215,297,209.2,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,5,0.0018,0.0018,1.0,1.0,1.0,0.8,0.0,0,0,0,0,0.0,,0.003,0.0013,0.0017,0,0.0006,0.0006,1,4,3.097,13.2358,0,0,1,0,0,0,0,0,785,153,153,160,219,157,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,5,0.0018,0.0018,1.0,0.8,0.8,1.0,0.0,0,0,0,0,0.0,,0.0033,0.0013,0.0018,0,0.0007,0.0007,1,3,3.0973,13.2368,0,0,1,0,0,0,0,0,450,89,89,105,168,112.5,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0084,0.004,0.0018,0,0.0021,0.0021,3,3,3.0984,13.2379,0,2,1,0,0,0,0,0,513,113,113,137,163,128.25,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,4,0.0014,0.0014,1.25,0.75,1.0,1.0,0.2,0,0,0,0,0.0,30.0,0.0138,0.0099,0.0018,0,0.0034,0.0034,9,3,3.1017,13.239,0,4,1,0,0,0,0,0,2050,449,449,484,693,512.5,0,0,0,0,0.25,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0027,0.0013,0.0014,0,0.0007,0.0007,1,3,3.102,13.2401,0,0,1,0,0,0,0,0,533,124,124,131,166,133.25,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,4,0.0014,0.0014,1.0,0.75,0.75,1.0,0.0,0,0,0,0,0.0,,0.0017,0.0012,0.0005,0,0.0004,0.0004,1,2,3.1024,13.2408,0,0,1,0,0,0,0,0,235,75,75,101,101,78.33,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,3,0.0014,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0028,0.0012,0.0016,0,0.0009,0.0009,1,3,3.1027,13.2419,0,0,1,0,0,0,0,0,451,146,146,168,168,150.33,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0056,0.0044,0.0012,0,0.0014,0.0014,5,2,3.1045,13.2426,0,2,1,0,0,0,0,0,1809,350,350,559,587,452.25,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0029,0.0013,0.0016,0,0.0007,0.0007,1,3,3.1049,13.2437,0,0,1,0,0,0,0,0,355,92,92,103,106,88.75,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,4,0.0014,0.0014,1.0,1.0,1.0,0.75,0.0,0,0,0,0,0.0,,0.0129,0.0114,0.0015,0,0.0032,0.0032,11,3,3.1089,13.2448,0,5,1,0,0,0,0,0,3619,854,854,1007,1101,904.75,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0036,0.0019,0.0017,0,0.0009,0.0009,1,3,3.1092,13.2459,0,0,1,0,0,0,0,0,176,38,38,47,55,44,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0029,0.0014,0.0015,0,0.0007,0.0007,1,3,3.1096,13.2469,0,0,1,0,0,0,0,0,376,90,90,91,111,94,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0052,0.0037,0.0015,0,0.0013,0.0013,3,3,3.1107,13.248,0,2,1,0,0,0,0,0,1223,286,286,307,351,305.75,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0033,0.0018,0.0015,0,0.0008,0.0008,2,3,3.1114,13.2491,0,0,1,0,0,0,0,0,598,147,147,158,192,149.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0087,0.0073,0.0014,0,0.0022,0.0022,9,3,3.1146,13.2502,0,4,1,0,0,0,0,0,1763,344,344,548,596,440.75,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0062,0.0047,0.0014,0,0.0015,0.0015,4,3,3.1161,13.2513,0,3,1,0,0,0,0,0,770,159,159,227,235,192.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0025,0.0011,0.0015,0,0.0006,0.0006,1,3,3.1164,13.2523,0,0,1,0,0,0,0,0,172,39,39,48,51,43,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,4,0.0014,0.0014,1.0,1.0,1.0,0.75,0.0,0,0,0,0,0.0,,0.0046,0.0035,0.0012,0,0.0012,0.0012,3,2,3.1175,13.2531,0,2,1,0,0,0,0,0,1129,277,277,319,351,282.25,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0035,0.0017,0.0018,0,0.0009,0.0009,2,3,3.1182,13.2541,0,0,1,0,0,0,0,0,973,223,223,265,294,243.25,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,4,0.0014,0.0014,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0212,0.0199,0.0012,0,0.0053,0.0053,14,2,3.1233,13.2549,0,7,1,0,0,0,0,0,5111,973,973,1441,1937,1277.75,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,4,0.0014,0.0014,1.25,0.75,1.0,1.0,0.2,0,0,0,0,0.0,81.0,0.0144,0.0126,0.0017,0,0.0036,0.0036,6,3,3.1255,13.2559,0,5,1,0,0,0,0,0,673,129,129,191,227,168.25,0,0,0,0,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,4,0.0014,0.0014,1.0,1.0,1.0,0.75,0.0,0,0,0,0,0.0,,0.006,0.0041,0.0018,0,0.0015,0.0015,2,3,3.1262,13.257,0,1,1,0,0,0,0,0,362,80,80,92,125,90.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,4,0.0014,0.0014,1.0,1.0,1.0,0.75,0.0,0,0,1,0,0.0,,0.0124,0.0106,0.0018,0,0.0031,0.0031,3,3,3.1273,13.2581,0,2,1,0,0,0,0,0,599,123,123,153,207,149.75,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,3,0.0011,0.0011,1.33,0.6667,1.0,1.0,0.25,0,0,0,0,0.0,29.0,0.0412,0.0403,0.0009,0,0.0137,0.0137,12,2,3.1316,13.2588,0,6,1,0,0,0,0,0,2907,697,929,1281,1281,969,0,0,0,0,0.3333,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0066,0.0057,0.0009,0,0.0022,0.0022,1,2,3.1319,13.2596,0,0,1,0,0,0,0,0,403,68,68,277,277,134.33,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0058,0.0051,0.0008,0,0.0019,0.0019,1,2,3.1323,13.2603,0,0,1,0,0,0,0,0,353,117,117,133,133,117.67,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0063,0.0056,0.0008,0,0.0021,0.0021,1,2,3.1327,13.261,0,0,1,0,0,0,0,0,142,49,49,49,49,47.33,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0206,0.02,0.0006,0,0.0069,0.0069,4,2,3.1341,13.2617,0,3,1,0,0,0,0,0,691,212,212,287,287,230.33,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0043,0.0036,0.0007,0,0.0014,0.0014,1,2,3.1345,13.2624,0,0,1,0,0,0,0,0,357,125,125,153,153,119,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0046,0.0041,0.0006,0,0.0015,0.0015,2,2,3.1352,13.2632,0,0,1,0,0,0,0,0,696,255,255,271,271,232,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,3,0.0011,0.0011,1.0,1.0,1.0,0.6667,0.0,0,0,0,0,0.0,,0.0044,0.0042,0.0002,0,0.0015,0.0015,1,1,3.1355,13.2635,0,0,1,0,0,0,0,0,239,76,76,104,104,79.67,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,3,0.0011,0.0011,1.33,0.6667,1.0,1.0,0.25,0,0,0,0,0.0,55.0,0.0054,0.004,0.0013,0,0.0018,0.0018,1,3,3.1359,13.2646,0,0,1,0,0,0,0,0,354,83,88,127,127,99.33,56,56,56,56,0.3333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,3,0.0011,0.0011,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0049,0.0039,0.0009,0,0.0016,0.0016,1,2,3.1363,13.2653,0,0,1,0,0,0,0,0,295,93,93,125,125,98.33,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,3,0.0011,0.0011,1.33,0.6667,0.6667,1.0,0.25,0,0,0,1,0.0,0.0,0.02,0.0191,0.0005,0,0.0067,0.0067,8,2,3.1391,13.266,0,4,0,0,0,0,0,0,1201,488,488,713,713,600.5,0,0,0,0,0.3333,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0006,0,0.0006,0,0.0003,0.0003,0,2,3.1391,13.2668,0,0,0,0,0,0,0,0,247,96,96,151,151,123.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0006,0,0.0005,0,0.0003,0.0003,0,2,3.1391,13.2675,0,0,0,0,0,0,0,0,87,43,43,44,44,43.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0006,0,0.0006,0,0.0003,0.0003,0,2,3.1391,13.2682,0,0,0,0,0,0,0,0,144,69,69,75,75,72,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0006,0,0.0006,0,0.0003,0.0003,0,2,3.1391,13.2689,0,0,0,0,0,0,0,0,349,150,150,199,199,174.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0005,0.0005,0,2,3.1391,13.2696,0,0,0,0,0,0,0,0,230,96,96,134,134,115,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0024,0.0019,0.0005,0,0.0012,0.0012,5,2,3.141,13.2704,0,0,0,0,0,0,0,0,1430,493,493,937,937,715,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0004,0.0004,0,2,3.141,13.2711,0,0,0,0,0,0,0,0,260,119,119,141,141,130,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0005,0,0.0005,0,0.0003,0.0003,0,2,3.141,13.2718,0,0,0,0,0,0,0,0,177,73,73,104,104,88.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0005,0,0.0005,0,0.0003,0.0003,0,2,3.141,13.2725,0,0,0,0,0,0,0,0,703,297,297,406,406,351.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0005,0,0.0005,0,0.0003,0.0003,0,2,3.141,13.2733,0,0,0,0,0,0,0,0,192,77,77,115,115,96,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0.0003,0.0006,0,0.0005,0.0005,1,1,3.1413,13.2736,0,0,0,0,0,0,0,0,464,196,196,268,268,232,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
